Region_Code,year,Neighborhood_Name,Municipality_Name,Region_Type,Boundary_Change_Code,Dist_Primary_School,Count_Primary_1km,Count_Primary_3km,Count_Primary_5km,Dist_Secondary_Total,Count_Secondary_3km,Count_Secondary_5km,Count_Secondary_10km,Dist_Secondary_VMBO,Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 3  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 5  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 10  km (aantal),Dist_Secondary_HAVO_VWO,Count_Secondary_HAVO_VWO_3km,Count_Secondary_HAVO_VWO_5km,Count_Secondary_HAVO_VWO_10km,Dist_Public_Green_Total,Dist_Park,Dist_Day_Recreation,Dist_Forest,Dist_Nature_Area_Total,Dist_Nature_Area_Dry,Dist_Nature_Area_Wet,Dist_SemiPublic_Green,Dist_Sports_Field,Dist_Allotment_Garden,Dist_Holiday_Recreation,Dist_Cemetery,Dist_Recreation_Water,Dist_GP_Surgery,Count_GP_1km,Count_GP_3km,Count_GP_5km,Dist_GP_Out_Of_Hours,Dist_Pharmacy,Dist_Hospital_Incl_Outpatient,Count_Hospital_Incl_5km,Count_Hospital_Incl_10km,Count_Hospital_Incl_20km,Dist_Hospital_Excl_Outpatient,Count_Hospital_Excl_5km,Count_Hospital_Excl_10km,Count_Hospital_Excl_20km,Dist_Clinic_Infant_Child,Dist_Physiotherapist,Count_Physio_1km,Count_Physio_3km,Count_Physio_5km,Dist_Supermarket,Count_Supermarket_1km,Count_Supermarket_3km,Count_Supermarket_5km,Dist_Other_Grocery,Count_Other_Grocery_1km,Count_Other_Grocery_3km,Count_Other_Grocery_5km,Dist_Department_Store,Count_DeptStore_5km,Count_DeptStore_10km,Count_DeptStore_20km,Dist_Highway_Entrance,Dist_Train_Station_Total,Dist_Major_Transfer_Station
BU03270007,,Claverenblad,Leusden,Buurt     ,1,0.5,2.5,12.0,19.0,2.6,1.0,5.3,23.1,3.8,0.0,3.2,19.1,3.8,0.0,2.3,14.1,,,,,,,,,,,,,,0.8,1.0,6.0,11.7,7.4,1.5,1.4,1.0,2.0,10.4,7.4,0.0,1.0,3.4,,,,,,1.0,0.5,7.0,16.1,1.0,1.8,21.0,54.7,1.3,1.0,6.0,23.2,2.0,5.9,5.9
BU03270008,,Wildenburg,Leusden,Buurt     ,1,0.7,1.7,11.7,18.9,2.9,0.8,4.3,23.0,4.1,0.0,1.9,19.0,4.1,0.0,2.1,14.0,,,,,,,,,,,,,,1.0,0.5,6.0,11.4,7.7,1.4,1.6,1.0,2.0,11.5,7.7,0.0,1.0,3.8,,,,,,1.2,0.1,7.0,14.9,1.2,0.4,21.5,41.7,1.4,1.0,6.0,23.5,1.8,6.0,6.0
BU03270009,,Buitengebied Leusden-Centrum Oost,Leusden,Buurt     ,1,1.4,1.0,6.7,11.1,3.3,0.6,1.0,21.9,6.0,0.0,0.1,17.9,6.0,0.0,0.1,13.1,,,,,,,,,,,,,,1.6,0.1,4.1,6.1,9.6,2.4,2.7,1.0,1.9,9.7,9.6,0.0,0.8,2.1,,,,,,2.3,0.0,4.6,7.2,2.0,0.1,14.7,21.9,2.7,1.0,5.5,21.1,3.1,7.5,7.8
BU03270100,,Hamersveld-Oud,Leusden,Buurt     ,1,0.5,2.4,10.1,19.2,1.4,1.1,5.8,26.0,3.7,0.0,3.7,22.0,3.7,0.0,2.6,15.0,,,,,,,,,,,,,,0.3,2.7,5.1,11.9,7.3,0.5,1.0,1.0,2.0,9.8,7.3,0.0,1.0,2.7,,,,,,0.4,3.3,6.1,16.7,0.4,7.7,20.1,56.4,1.1,1.0,6.0,21.4,1.7,5.7,5.8
BU03270101,,Hamersveld-Nieuw,Leusden,Buurt     ,1,0.3,3.8,10.0,15.3,1.8,1.0,3.0,25.6,4.4,0.0,1.0,21.6,4.4,0.0,1.0,15.0,,,,,,,,,,,,,,0.3,3.0,5.0,8.6,8.1,0.9,1.1,1.0,2.0,9.0,8.1,0.0,1.0,2.0,,,,,,0.8,1.7,6.0,10.0,0.6,3.6,20.0,28.0,1.2,1.0,6.3,21.3,2.1,6.3,6.5
BU03270102,,Rozenboom,Leusden,Buurt     ,1,0.3,3.7,10.0,18.3,1.8,1.0,4.3,25.7,4.0,0.0,2.3,21.7,4.0,0.0,1.8,15.0,,,,,,,,,,,,,,0.4,3.0,5.2,10.5,7.6,0.6,0.7,1.0,2.0,9.0,7.6,0.0,1.0,2.0,,,,,,0.5,3.9,6.1,12.6,0.4,11.0,20.1,38.4,0.9,1.0,5.9,21.0,2.1,6.0,6.1
BU03270103,,Rozendaal,Leusden,Buurt     ,1,0.5,3.8,10.0,15.0,2.1,1.0,3.1,24.7,4.4,0.0,1.1,20.7,4.4,0.0,1.1,14.9,,,,,,,,,,,,,,0.5,2.6,5.0,8.0,8.1,1.1,1.0,1.0,2.0,9.0,8.1,0.0,1.0,2.0,,,,,,1.0,1.2,6.0,10.1,0.8,3.0,20.0,27.5,1.1,1.0,5.8,21.0,2.5,6.5,6.5
BU03270104,,Alandsbeek-West,Leusden,Buurt     ,1,0.6,4.0,10.0,13.1,2.5,1.0,3.0,23.1,4.6,0.0,1.0,19.1,4.6,0.0,1.0,14.1,,,,,,,,,,,,,,0.6,2.0,5.0,7.0,8.3,1.4,1.2,1.0,2.0,9.0,8.3,0.0,1.0,2.0,,,,,,1.2,0.0,6.0,10.0,1.2,0.0,20.0,26.5,1.3,1.0,5.2,20.0,2.9,6.7,6.7
BU03270105,,Alandsbeek-Oost,Leusden,Buurt     ,1,0.7,1.8,10.0,13.3,3.0,0.4,1.6,23.1,5.0,0.0,0.6,19.1,5.0,0.0,0.6,14.1,,,,,,,,,,,,,,0.6,1.0,5.0,6.3,8.7,1.7,1.6,1.0,2.0,9.0,8.7,0.0,1.0,2.0,,,,,,1.5,0.0,6.0,8.5,1.4,0.0,20.0,23.0,1.7,1.0,4.9,20.4,3.3,7.0,7.1
BU03270106,,De Wetering,Leusden,Buurt     ,1,0.5,2.2,9.6,12.7,2.2,1.0,1.1,24.5,5.2,0.0,0.1,20.5,5.2,0.0,0.1,14.8,,,,,,,,,,,,,,0.7,1.0,5.0,6.3,8.9,1.7,1.8,1.0,2.0,9.0,8.9,0.0,1.0,2.0,,,,,,1.6,0.0,6.0,7.5,1.3,0.0,20.0,23.3,1.9,1.0,6.2,21.5,2.6,6.8,7.2
BU03270107,,Rossenberg,Leusden,Buurt     ,1,0.6,1.5,10.0,18.5,1.9,1.0,5.9,25.2,3.6,0.0,3.9,21.2,3.6,0.0,2.8,15.0,,,,,,,,,,,,,,0.7,1.7,5.1,12.2,7.3,0.9,0.9,1.0,2.0,9.0,7.3,0.0,1.0,2.0,,,,,,0.8,3.1,6.1,17.6,0.8,8.6,20.1,62.8,1.0,1.0,5.9,21.1,2.3,5.7,5.7
BU03270108,,Groenhouten,Leusden,Buurt     ,1,0.5,2.7,11.6,18.9,2.4,1.0,5.9,23.8,3.7,0.0,3.9,19.8,3.7,0.0,2.6,14.5,,,,,,,,,,,,,,0.6,1.0,6.0,12.1,7.3,0.8,0.8,1.0,2.0,9.2,7.3,0.0,1.0,2.2,,,,,,0.5,2.6,7.0,17.4,0.6,9.5,21.0,60.0,0.8,1.0,5.7,21.8,2.5,5.8,5.8
BU03270109,,Buitengebied Leusden-Centrum West,Leusden,Buurt     ,1,1.2,0.5,9.6,20.4,1.3,1.4,7.3,26.0,3.6,0.3,4.7,21.9,3.6,0.3,3.6,15.2,,,,,,,,,,,,,,1.0,0.8,5.2,13.0,7.2,1.2,1.6,1.0,2.0,10.9,7.2,0.0,1.0,3.6,,,,,,1.2,1.2,6.7,19.7,1.1,1.9,22.1,65.0,1.8,1.2,6.1,21.5,1.7,5.2,5.5
BU03270200,,Kern Leusden-Zuid,Leusden,Buurt     ,1,1.6,0.1,4.9,20.0,3.6,0.0,4.3,23.0,4.0,0.0,2.0,19.0,4.0,0.0,2.8,14.0,,,,,,,,,,,,,,1.3,0.3,2.2,12.3,7.4,1.3,3.2,1.0,2.0,13.6,7.4,0.0,1.0,4.7,,,,,,1.4,0.2,3.2,16.6,1.4,0.2,8.9,52.3,3.1,1.5,5.2,24.5,0.6,5.5,5.5
BU03270201,,Tabaksteeg,Leusden,Buurt     ,1,0.4,2.0,5.5,18.1,3.5,0.0,3.0,23.0,4.5,0.0,1.3,19.0,4.5,0.0,1.6,14.0,,,,,,,,,,,,,,0.5,1.0,2.4,10.7,7.9,0.5,2.9,1.0,2.0,12.8,7.9,0.0,1.0,3.8,,,,,,0.5,1.0,3.8,14.4,0.5,1.0,11.2,40.1,2.8,1.5,5.1,24.9,1.5,6.0,6.0
BU03270209,,Buitengebied Leusden-Zuid,Leusden,Buurt     ,1,2.0,0.1,4.1,18.8,3.5,1.1,6.4,23.5,3.8,0.6,3.9,19.2,3.7,0.8,3.8,13.5,,,,,,,,,,,,,,2.0,0.3,3.0,11.5,7.3,2.0,4.1,0.8,2.0,13.0,7.3,0.0,0.9,5.0,,,,,,2.0,0.3,4.4,17.9,1.5,0.4,14.0,56.5,3.6,1.4,5.4,23.7,0.7,5.2,5.3
BU03270300,,Kern Achterveld,Leusden,Buurt     ,1,0.4,2.0,2.0,3.7,6.4,0.0,0.0,14.3,7.7,0.0,0.0,12.3,7.7,0.0,0.0,6.2,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,11.7,0.5,6.6,0.0,3.0,9.3,11.7,0.0,0.0,1.8,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.1,2.6,6.6,0.0,4.2,18.3,4.2,6.9,10.9
BU03270309,,Buitengebied Achterveld,Leusden,Buurt     ,1,1.5,1.0,1.8,5.0,5.6,0.0,0.4,17.4,7.2,0.0,0.1,14.7,7.2,0.0,0.1,9.0,,,,,,,,,,,,,,1.6,0.5,0.9,2.1,11.0,1.6,6.1,0.1,2.8,8.8,11.0,0.0,0.3,1.5,,,,,,1.5,0.5,0.9,1.7,1.3,0.5,1.2,4.3,6.0,0.2,4.7,18.2,4.5,6.3,10.1
BU03270400,,Stoutenburg,Leusden,Buurt     ,1,3.2,0.0,0.8,21.0,2.0,1.1,8.8,29.6,3.6,0.1,6.9,25.0,3.7,0.0,3.4,17.0,,,,,,,,,,,,,,2.8,0.0,1.1,13.0,7.1,3.1,3.9,1.0,2.0,9.2,7.1,0.0,1.0,2.1,,,,,,3.1,0.0,0.9,19.7,0.8,0.8,4.2,56.6,3.8,2.0,5.6,19.5,2.3,3.3,6.2
BU03270500,,'t Ruige Veld,Leusden,Buurt     ,1,0.9,1.3,10.0,16.0,1.3,1.0,2.9,26.0,4.5,0.0,1.1,22.0,4.5,0.0,1.1,15.0,,,,,,,,,,,,,,0.6,1.8,5.0,9.0,8.2,1.1,1.7,1.0,2.0,9.8,8.2,0.0,1.0,2.8,,,,,,1.0,0.8,6.0,11.1,0.9,1.6,20.0,31.2,1.8,1.0,6.0,21.4,1.7,5.9,6.4
BU03270501,,'t Vliet,Leusden,Buurt     ,1,1.5,0.0,9.9,15.1,1.2,1.0,2.7,26.0,4.7,0.0,1.1,22.0,4.7,0.0,1.0,15.0,,,,,,,,,,,,,,1.0,0.6,5.0,8.8,8.2,1.4,2.0,1.0,2.0,10.0,8.2,0.0,1.0,3.0,,,,,,1.3,0.0,6.0,11.2,1.2,0.0,20.0,31.0,2.2,1.0,6.0,21.8,1.6,5.7,6.3
BU03310000,,Lopik-Dorp,Lopik,Buurt     ,1,0.5,2.2,3.0,4.1,8.5,0.0,0.0,3.0,8.5,0.0,0.0,3.0,8.5,0.0,0.0,2.0,,,,,,,,,,,,,,0.6,1.7,2.0,2.0,14.5,0.6,8.5,0.0,1.0,3.0,14.5,0.0,0.0,2.0,,,,,,0.8,0.7,1.0,1.0,0.6,3.8,5.4,6.0,8.1,0.0,1.4,7.0,0.6,17.0,17.0
BU03310001,,Graaf,Lopik,Buurt     ,1,2.2,0.0,2.0,3.9,8.8,0.0,0.0,3.4,8.8,0.0,0.0,3.4,9.2,0.0,0.0,1.3,,,,,,,,,,,,,,2.4,0.0,1.5,2.5,12.2,2.4,10.4,0.0,0.3,4.0,12.2,0.0,0.0,2.5,,,,,,1.8,0.2,0.9,1.5,1.7,0.4,5.2,6.7,8.8,0.0,2.2,11.2,0.6,15.3,15.3
BU03310002,,Uitweg,Lopik,Buurt     ,1,2.7,0.0,0.8,1.4,6.4,0.0,0.0,5.7,6.4,0.0,0.0,5.7,6.6,0.0,0.0,3.7,,,,,,,,,,,,,,5.3,0.0,0.0,0.4,9.4,5.3,9.4,0.0,0.9,7.3,9.4,0.0,0.9,5.2,,,,,,4.7,0.0,0.0,0.9,3.1,0.0,0.2,4.5,6.9,0.0,2.9,19.3,2.8,16.8,17.2
BU03310003,,Lopikerkapel,Lopik,Buurt     ,1,0.5,0.9,1.0,7.8,3.8,0.0,1.9,7.0,3.8,0.0,1.9,7.0,4.0,0.0,0.9,5.0,,,,,,,,,,,,,,3.9,0.0,0.0,4.5,6.8,3.9,6.8,0.0,1.0,11.2,6.8,0.0,1.0,6.9,,,,,,3.6,0.0,0.1,5.5,0.6,0.8,1.0,32.2,4.3,0.9,3.0,23.9,3.3,14.3,15.3
BU03310004,,Jaarsveld,Lopik,Buurt     ,1,3.0,0.0,1.0,3.0,10.0,0.0,0.0,0.6,10.0,0.0,0.0,0.6,10.5,0.0,0.0,0.0,,,,,,,,,,,,,,3.1,0.0,0.3,2.0,13.2,3.1,10.6,0.0,0.0,3.0,13.2,0.0,0.0,2.0,,,,,,2.7,0.0,1.0,1.0,0.6,1.0,5.1,6.0,9.8,0.0,1.0,8.0,0.7,15.9,15.9
BU03310005,,Wielsekade,Lopik,Buurt     ,1,1.4,0.1,3.4,4.9,6.8,0.0,0.0,3.0,6.8,0.0,0.0,3.0,6.8,0.0,0.0,2.0,,,,,,,,,,,,,,1.9,0.1,2.0,2.0,16.1,1.9,7.1,0.0,1.0,3.1,16.1,0.0,0.0,2.1,,,,,,2.3,0.0,0.9,1.0,2.0,0.0,4.4,6.2,6.8,0.0,1.8,7.3,2.1,17.5,17.5
BU03310006,,Cabauw,Lopik,Buurt     ,1,0.3,1.0,1.0,8.3,4.8,0.0,1.7,3.0,4.8,0.0,1.7,3.0,4.8,0.0,0.9,2.0,,,,,,,,,,,,,,3.9,0.0,0.0,2.3,18.0,3.9,5.1,0.3,1.0,5.0,18.0,0.0,0.0,3.0,,,,,,4.1,0.0,0.0,4.6,3.9,0.0,0.0,20.7,4.9,0.7,2.0,8.0,1.1,16.7,18.6
BU03310007,,Zevender,Lopik,Buurt     ,1,1.7,0.1,2.6,6.5,3.1,1.1,2.9,3.0,3.1,1.1,2.9,3.0,3.1,0.6,1.9,2.0,,,,,,,,,,,,,,3.3,0.0,0.4,1.7,17.5,3.2,3.3,1.0,1.0,5.7,17.5,0.0,0.0,3.7,,,,,,2.6,0.0,2.3,4.1,2.6,0.0,9.9,20.1,3.1,1.0,1.1,8.6,1.7,15.0,17.0
BU03310008,,Lekdijk tussen Jaarsveld en Schoonhoven,Lopik,Buurt     ,1,3.1,0.0,1.2,4.5,5.9,0.0,0.9,2.9,5.9,0.0,0.9,2.9,5.9,0.0,0.6,1.9,,,,,,,,,,,,,,3.4,0.0,0.6,2.0,17.5,3.3,5.5,0.5,1.0,3.6,17.5,0.0,0.0,2.2,,,,,,3.3,0.0,0.6,2.4,3.1,0.0,4.2,12.7,5.0,0.5,1.0,7.0,2.1,17.4,18.8
BU03310009,,Langs de Lekdijk Lopikerwaard,Lopik,Buurt     ,1,1.9,0.2,1.0,7.5,5.9,0.0,1.5,5.4,5.9,0.0,1.5,5.4,6.1,0.0,1.0,3.6,,,,,,,,,,,,,,3.8,0.0,0.4,3.4,8.8,3.8,7.7,0.0,0.7,8.2,8.8,0.0,0.6,5.0,,,,,,3.5,0.0,0.3,3.8,1.8,0.2,2.3,20.9,6.2,0.5,2.5,19.2,2.2,15.0,16.0
BU03310010,,Benschop-Dorp,Lopik,Buurt     ,1,0.4,1.8,2.0,3.1,5.6,0.0,0.1,6.0,5.6,0.0,0.1,6.0,6.0,0.0,0.0,3.0,,,,,,,,,,,,,,0.5,1.0,1.0,2.1,8.5,0.5,8.5,0.0,1.0,7.5,8.5,0.0,1.0,5.2,,,,,,0.5,1.0,1.0,2.6,0.5,1.0,1.0,15.4,5.1,0.3,3.0,20.7,1.6,12.9,12.9
BU03310019,,Benschop Boveneind-Benedeneind,Lopik,Buurt     ,1,1.9,0.1,2.6,6.7,6.0,0.2,0.9,5.3,6.0,0.2,0.9,5.3,7.0,0.1,0.4,2.6,,,,,,,,,,,,,,2.7,0.0,1.3,2.9,9.8,2.7,8.9,0.0,0.6,7.1,9.7,0.0,0.5,4.8,,,,,,2.8,0.0,1.5,3.4,2.0,0.0,7.4,15.4,5.0,0.3,3.3,17.5,2.0,13.3,13.6
BU03310020,,Polsbroek-Dorp,Lopik,Buurt     ,1,0.4,1.0,1.0,2.2,4.5,0.0,1.3,3.0,4.5,0.0,1.3,3.0,5.1,0.0,0.3,2.0,,,,,,,,,,,,,,0.3,1.0,1.0,1.0,13.8,0.3,5.8,0.0,1.0,5.0,13.8,0.0,0.0,3.0,,,,,,5.0,0.0,0.0,0.7,3.1,0.0,0.2,3.7,5.7,0.0,2.0,8.9,5.0,11.3,13.2
BU03310029,,Polsbroek-Noordzijdseweg-Zuidzijdseweg,Lopik,Buurt     ,1,0.9,0.6,1.5,2.8,6.6,0.0,0.2,3.1,6.6,0.0,0.2,3.1,7.2,0.0,0.0,2.0,,,,,,,,,,,,,,2.3,0.2,0.7,1.4,14.7,2.3,7.8,0.0,1.0,5.4,14.6,0.0,0.0,3.0,,,,,,5.8,0.0,0.0,0.1,1.3,0.5,1.0,3.7,6.2,0.0,2.2,9.1,4.8,13.3,14.6
BU03350000,,Montfoort,Montfoort,Buurt     ,1,0.7,2.1,5.0,6.1,1.3,1.0,1.0,5.1,1.3,1.0,1.0,4.1,7.5,0.0,0.0,1.3,,,,,,,,,,,,,,1.0,1.5,3.0,3.4,12.9,1.0,7.7,0.0,1.0,8.1,7.7,0.0,1.0,5.3,,,,,,0.8,1.0,2.0,2.5,0.6,3.6,8.6,9.5,1.0,1.0,3.3,22.4,0.6,8.5,8.5
BU03350001,,Tabakshof en Heeswijk (gedeeltelijk),Montfoort,Buurt     ,1,0.4,1.8,5.0,6.6,1.2,1.0,1.0,5.8,1.2,1.0,1.0,4.8,7.5,0.0,0.0,1.1,,,,,,,,,,,,,,0.9,2.0,3.0,3.6,12.2,0.9,7.7,0.0,1.0,9.7,7.7,0.0,1.0,6.8,,,,,,0.7,1.0,2.0,2.8,0.8,3.4,8.9,9.8,0.8,1.0,4.0,23.3,0.4,8.5,8.5
BU03350100,,Linschoten,Montfoort,Buurt     ,1,0.5,2.0,2.1,10.2,3.5,0.0,4.1,6.0,3.9,0.0,3.1,5.0,3.5,0.0,1.0,2.0,,,,,,,,,,,,,,0.5,1.0,1.0,6.6,16.1,0.5,3.3,1.0,1.0,5.5,3.3,1.0,1.0,4.2,,,,,,0.5,1.0,1.0,8.0,0.5,1.0,1.9,32.9,4.3,1.5,3.0,21.1,0.6,4.1,4.1
BU03350101,,Polanen,Montfoort,Buurt     ,1,1.3,0.0,3.6,17.6,2.4,1.1,6.0,6.7,3.4,0.1,5.0,5.7,2.4,1.0,2.0,2.7,,,,,,,,,,,,,,1.2,0.1,1.6,7.0,15.1,1.2,2.2,1.0,1.0,8.6,2.2,1.0,1.0,5.0,,,,,,1.3,0.0,1.7,10.0,1.1,0.2,4.0,44.6,3.8,1.0,3.6,24.1,0.2,3.0,3.0
BU03350102,,Cattenbroek,Montfoort,Buurt     ,1,2.5,0.0,1.5,10.5,2.3,0.9,3.3,6.0,2.4,0.7,2.4,5.0,3.8,0.2,0.9,2.0,,,,,,,,,,,,,,2.8,0.2,1.3,5.7,15.1,2.8,4.0,0.9,1.0,6.1,4.0,0.9,1.0,4.1,,,,,,2.8,0.1,0.9,5.5,2.6,0.4,3.7,21.5,2.9,1.3,3.0,21.7,2.1,4.8,4.8
BU03350103,,Heeswijk,Montfoort,Buurt     ,1,1.2,0.8,4.4,5.3,2.2,0.9,1.0,6.3,2.2,0.9,1.0,5.2,8.2,0.0,0.0,2.7,,,,,,,,,,,,,,1.8,0.0,2.9,3.0,12.2,1.8,8.6,0.0,1.1,7.9,8.6,0.0,1.1,5.7,,,,,,1.5,0.1,1.9,2.1,1.4,0.3,7.5,9.1,1.8,1.0,3.3,22.5,1.1,9.1,9.4
BU03350108,,Verspreide huizen Linschoten,Montfoort,Buurt     ,1,1.6,0.4,3.0,8.3,2.3,0.7,2.2,6.0,2.4,0.7,1.6,5.0,4.9,0.0,0.6,2.0,,,,,,,,,,,,,,1.6,0.2,2.1,4.7,15.0,1.6,4.7,0.6,1.0,6.9,4.7,0.6,1.0,4.3,,,,,,1.5,0.3,1.6,4.4,0.9,1.4,5.3,16.6,2.9,1.0,3.0,22.0,0.6,5.5,5.5
BU03350109,,Verspreide huizen Mastwijk,Montfoort,Buurt     ,1,2.5,0.0,2.4,7.9,2.3,0.6,1.0,10.7,2.3,0.6,1.0,8.9,7.2,0.0,0.0,6.0,,,,,,,,,,,,,,2.5,0.2,1.7,4.4,10.9,2.5,7.9,0.0,1.4,9.1,7.9,0.0,1.4,6.7,,,,,,2.3,0.2,1.2,3.4,2.2,1.0,4.9,12.7,2.3,1.0,5.8,24.5,1.1,7.8,9.0
BU03350200,,Willeskop,Montfoort,Buurt     ,1,3.2,0.0,1.2,7.5,3.1,0.4,1.0,4.9,3.1,0.4,1.0,3.9,8.0,0.0,0.0,1.4,,,,,,,,,,,,,,2.9,0.0,1.8,3.8,14.8,2.9,7.8,0.0,1.0,8.7,7.8,0.0,1.0,5.0,,,,,,2.6,0.0,1.0,3.1,2.3,0.0,5.4,15.0,3.0,1.3,2.8,23.1,0.5,8.6,8.6
BU03350201,,Blokland,Montfoort,Buurt     ,1,1.7,0.0,4.7,5.7,2.8,0.8,1.0,3.8,2.8,0.8,1.0,2.8,8.9,0.0,0.0,1.2,,,,,,,,,,,,,,2.4,0.0,2.7,3.4,13.3,2.4,9.0,0.0,0.9,6.2,9.0,0.0,0.9,4.0,,,,,,2.2,0.0,1.8,2.4,0.9,0.6,7.2,9.3,2.5,1.0,2.4,21.3,1.4,9.8,9.8
BU03350202,,Beneden Kerkweg,Montfoort,Buurt     ,1,1.5,0.0,5.0,7.0,1.4,1.0,1.0,5.5,1.4,1.0,1.0,4.5,7.3,0.0,0.0,1.5,,,,,,,,,,,,,,1.1,1.1,3.0,3.9,13.4,1.2,7.3,0.0,1.0,8.4,7.3,0.0,1.0,5.0,,,,,,0.6,0.9,2.0,3.0,0.6,3.8,9.0,10.0,1.2,1.0,3.0,22.5,0.4,8.1,8.1
BU03350209,,Verspreide huizen,Montfoort,Buurt     ,1,2.0,0.4,3.5,6.8,2.9,0.3,1.0,5.1,2.9,0.3,1.0,4.1,8.5,0.0,0.0,1.5,,,,,,,,,,,,,,2.5,0.4,2.3,3.9,12.6,2.7,8.4,0.0,1.0,6.6,8.4,0.0,1.0,4.1,,,,,,2.3,0.1,1.3,2.9,1.1,1.0,4.6,9.9,2.8,1.0,3.1,21.3,0.5,9.1,9.1
BU03390000,,Renswoude,Renswoude,Buurt     ,1,0.4,1.9,2.1,7.5,7.4,0.0,0.0,5.5,7.4,0.0,0.0,5.5,7.8,0.0,0.0,4.3,,,,,,,,,,,,,,0.6,0.9,1.0,4.8,11.6,0.6,7.7,0.0,3.0,9.8,11.6,0.0,0.0,1.8,,,,,,0.6,0.9,1.0,4.0,0.4,3.0,4.2,18.5,4.0,1.0,5.7,17.6,0.4,4.4,12.9
BU03390009,,Verspreide huizen,Renswoude,Buurt     ,1,1.8,0.1,2.2,6.5,7.1,0.0,0.2,5.3,7.1,0.0,0.2,5.3,7.3,0.0,0.1,3.9,,,,,,,,,,,,,,2.1,0.0,1.1,3.0,12.2,2.1,7.2,0.1,2.9,9.1,12.2,0.0,0.0,1.3,,,,,,2.1,0.0,1.1,3.0,1.5,0.3,4.5,14.0,4.8,0.4,4.9,17.4,1.3,4.9,13.5
BU03400001,,Rhenen Binnenstad,Rhenen,Buurt     ,1,0.6,1.8,6.0,6.9,0.8,1.0,2.2,11.0,0.8,1.0,2.2,10.0,4.5,0.0,1.0,5.0,,,,,,,,,,,,,,0.7,1.0,1.0,2.0,13.5,0.5,7.6,0.0,4.0,8.0,13.5,0.0,0.0,2.0,,,,,,0.2,3.0,4.0,4.9,0.1,12.0,13.9,19.2,0.3,1.0,5.0,17.0,0.8,1.2,14.8
BU03400101,,Cunera,Rhenen,Buurt     ,1,0.3,1.5,6.0,9.5,0.9,1.0,3.0,11.0,0.9,1.0,3.0,10.0,4.1,0.0,1.0,5.0,,,,,,,,,,,,,,0.8,1.0,1.0,2.0,13.5,0.6,7.2,0.0,4.0,8.0,13.5,0.0,0.0,2.0,,,,,,0.5,3.0,4.0,5.0,0.4,12.0,14.1,20.4,0.7,1.0,4.9,17.1,0.3,0.7,14.8
BU03400102,,Vogelenzang,Rhenen,Buurt     ,1,1.0,0.5,6.0,9.6,1.6,1.0,3.0,10.0,1.6,1.0,3.0,9.0,4.1,0.0,1.0,4.0,,,,,,,,,,,,,,1.5,0.0,1.0,2.0,13.6,1.3,7.2,0.0,4.0,8.0,13.6,0.0,0.0,2.0,,,,,,1.1,0.3,4.0,5.0,1.1,1.0,14.0,20.3,1.3,1.0,4.0,16.5,0.3,0.5,14.9
BU03400103,,Grebbekwartier Zuid,Rhenen,Buurt     ,1,0.8,1.0,5.9,9.6,1.5,1.0,2.9,10.2,1.5,1.0,2.9,9.2,4.1,0.0,1.0,4.3,,,,,,,,,,,,,,1.4,0.0,1.0,1.9,13.3,1.2,6.6,0.0,4.0,8.0,13.3,0.0,0.0,2.0,,,,,,1.1,0.8,3.9,4.9,1.0,2.9,14.9,20.1,1.3,1.0,4.2,17.6,0.1,0.5,14.4
BU03400104,,Grebbekwartier Noord,Rhenen,Buurt     ,1,0.8,1.0,6.0,9.4,1.5,1.0,2.9,11.0,1.5,1.0,2.9,10.0,4.2,0.0,1.0,5.0,,,,,,,,,,,,,,1.4,0.0,1.0,2.0,13.0,1.2,6.7,0.0,4.0,8.0,13.0,0.0,0.0,2.0,,,,,,1.1,0.7,4.0,5.0,1.0,2.0,14.5,20.3,1.3,1.0,5.0,17.2,0.3,0.6,14.3
BU03400105,,Bruine Eng,Rhenen,Buurt     ,1,0.5,2.9,6.0,9.6,0.7,1.0,3.0,11.0,0.7,1.0,3.0,10.0,4.1,0.0,1.0,5.0,,,,,,,,,,,,,,0.6,1.0,1.0,2.0,13.0,0.4,7.1,0.0,4.0,8.0,13.0,0.0,0.0,2.0,,,,,,0.3,2.9,4.0,5.0,0.4,10.9,14.0,20.4,0.8,1.0,5.0,17.0,0.4,0.8,14.3
BU03400201,,Molenberg,Rhenen,Buurt     ,1,0.4,3.1,6.0,6.1,0.5,1.0,1.8,11.0,0.5,1.0,1.8,10.0,4.8,0.0,0.8,5.0,,,,,,,,,,,,,,0.5,1.0,1.0,1.4,13.0,0.5,7.2,0.0,4.0,8.0,13.0,0.0,0.0,2.0,,,,,,0.6,2.5,4.0,4.3,0.5,10.4,13.8,16.1,0.9,1.0,5.0,17.0,0.8,1.5,14.3
