Region_Code,year,Neighborhood_Name,Municipality_Name,Region_Type,Boundary_Change_Code,Dist_Primary_School,Count_Primary_1km,Count_Primary_3km,Count_Primary_5km,Dist_Secondary_Total,Count_Secondary_3km,Count_Secondary_5km,Count_Secondary_10km,Dist_Secondary_VMBO,Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 3  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 5  km (aantal),Education | Onderwijs/Voortgezet onderwijs/Vmbo/Aantal scholen/Binnen 10  km (aantal),Dist_Secondary_HAVO_VWO,Count_Secondary_HAVO_VWO_3km,Count_Secondary_HAVO_VWO_5km,Count_Secondary_HAVO_VWO_10km,Dist_Public_Green_Total,Dist_Park,Dist_Day_Recreation,Dist_Forest,Dist_Nature_Area_Total,Dist_Nature_Area_Dry,Dist_Nature_Area_Wet,Dist_SemiPublic_Green,Dist_Sports_Field,Dist_Allotment_Garden,Dist_Holiday_Recreation,Dist_Cemetery,Dist_Recreation_Water,Dist_GP_Surgery,Count_GP_1km,Count_GP_3km,Count_GP_5km,Dist_GP_Out_Of_Hours,Dist_Pharmacy,Dist_Hospital_Incl_Outpatient,Count_Hospital_Incl_5km,Count_Hospital_Incl_10km,Count_Hospital_Incl_20km,Dist_Hospital_Excl_Outpatient,Count_Hospital_Excl_5km,Count_Hospital_Excl_10km,Count_Hospital_Excl_20km,Dist_Clinic_Infant_Child,Dist_Physiotherapist,Count_Physio_1km,Count_Physio_3km,Count_Physio_5km,Dist_Supermarket,Count_Supermarket_1km,Count_Supermarket_3km,Count_Supermarket_5km,Dist_Other_Grocery,Count_Other_Grocery_1km,Count_Other_Grocery_3km,Count_Other_Grocery_5km,Dist_Department_Store,Count_DeptStore_5km,Count_DeptStore_10km,Count_DeptStore_20km,Dist_Highway_Entrance,Dist_Train_Station_Total,Dist_Major_Transfer_Station
BU05130700,,Sportbuurt,Gouda,Buurt     ,1,0.8,1.4,9.1,22.1,1.2,4.0,13.0,14.0,2.7,2.0,10.0,11.0,1.2,3.6,5.0,6.0,,,,,,,,,,,,,,0.7,1.0,9.1,16.0,3.2,0.7,3.2,2.0,2.0,10.1,3.2,1.0,1.0,3.0,,,,,,0.6,3.9,9.7,20.1,0.6,7.8,55.8,92.2,3.1,2.0,3.0,19.7,1.5,0.7,2.8
BU05130701,,Molenbuurt,Gouda,Buurt     ,1,0.4,2.3,7.9,20.8,1.7,2.2,12.9,14.0,3.2,0.3,9.9,11.0,1.7,2.2,5.0,6.0,,,,,,,,,,,,,,0.5,1.0,5.8,14.6,3.7,0.5,3.7,2.0,2.0,9.4,3.7,1.0,1.0,3.0,,,,,,0.4,2.5,5.3,17.3,0.4,5.3,23.6,87.5,3.6,1.8,3.0,18.7,1.0,0.9,3.3
BU05130702,,Polderbuurt,Gouda,Buurt     ,1,0.3,1.7,7.5,19.3,2.3,1.1,11.4,13.4,3.7,0.0,8.9,10.4,2.3,1.1,5.0,5.4,,,,,,,,,,,,,,1.0,0.5,4.0,12.8,4.2,1.0,4.2,2.0,2.0,9.0,4.2,1.0,1.0,3.0,,,,,,0.6,1.5,5.4,14.4,0.6,4.4,12.5,79.7,4.1,1.2,2.4,16.6,1.5,1.4,3.8
BU05130703,,Vrijheidsbuurt,Gouda,Buurt     ,1,0.5,1.1,6.4,15.6,2.7,1.0,8.4,13.0,4.1,0.0,6.3,10.0,2.7,1.0,4.5,5.0,,,,,,,,,,,,,,1.5,0.0,3.4,12.0,4.6,1.5,4.6,1.8,2.0,9.0,4.6,1.0,1.0,3.0,,,,,,1.1,0.3,5.1,14.0,1.1,1.2,12.2,78.0,4.6,1.0,2.5,16.0,1.9,1.8,4.3
BU05130704,,Componistenbuurt,Gouda,Buurt     ,1,0.4,2.0,5.5,18.9,2.4,1.0,10.8,13.2,3.8,0.0,8.3,10.2,2.4,1.0,5.0,5.2,,,,,,,,,,,,,,1.2,0.1,3.2,12.4,4.2,1.2,4.2,2.0,2.0,9.0,4.2,1.0,1.0,3.0,,,,,,0.8,1.0,4.5,14.2,0.8,3.6,8.8,79.0,4.3,1.1,2.1,16.1,1.7,1.6,4.0
BU05130705,,Muziekbuurt,Gouda,Buurt     ,1,0.6,1.7,7.7,21.1,1.8,3.4,13.0,14.0,2.9,1.4,10.0,11.0,1.8,3.3,5.0,6.0,,,,,,,,,,,,,,0.6,0.8,7.9,15.0,3.3,0.6,3.3,2.0,2.0,10.0,3.3,1.0,1.0,3.0,,,,,,0.5,1.9,5.9,18.8,0.5,4.9,27.6,91.9,3.3,2.0,3.0,19.0,1.5,0.6,3.1
BU05130800,,Stolwijkersluis Oost,Gouda,Buurt     ,1,1.4,0.0,11.7,24.1,1.4,6.2,13.0,14.8,2.7,4.2,10.0,11.8,1.4,3.0,5.0,6.0,,,,,,,,,,,,,,1.0,0.6,10.7,17.5,2.8,1.6,2.8,2.0,2.6,11.7,2.8,1.0,1.0,3.0,,,,,,1.4,0.0,12.8,22.2,1.1,0.3,72.2,97.4,2.3,2.0,3.3,20.8,0.2,2.2,2.3
BU05130809,,Stolwijkersluis West,Gouda,Buurt     ,1,1.8,0.0,8.5,24.6,1.7,2.6,12.8,15.0,3.0,1.0,10.0,12.0,1.7,1.8,5.0,6.0,,,,,,,,,,,,,,1.4,0.0,8.5,17.9,3.1,2.0,3.1,2.0,3.0,10.4,3.1,1.0,1.0,2.3,,,,,,1.8,0.0,11.2,22.2,1.5,0.0,64.7,95.0,2.7,1.8,4.0,21.1,0.6,2.6,2.6
BU05130900,,Gouwestroom,Gouda,Buurt     ,1,1.4,0.4,4.0,16.1,3.6,0.0,7.5,16.8,3.6,0.0,6.5,12.8,4.1,0.0,3.5,6.0,,,,,,,,,,,,,,1.4,0.4,2.0,13.6,4.5,2.2,4.5,2.0,3.0,14.6,4.5,1.0,1.0,3.4,,,,,,1.4,0.4,2.6,15.1,2.3,0.0,5.0,79.1,3.9,1.0,4.6,22.8,0.7,3.9,3.9
BU05130901,,Ringvaartbocht,Gouda,Buurt     ,1,1.2,0.0,9.0,24.0,2.6,3.0,12.0,16.0,2.6,3.0,10.0,13.0,3.2,0.0,5.0,6.0,,,,,,,,,,,,,,1.3,0.0,9.0,17.0,3.5,1.2,3.5,2.0,3.0,16.6,3.5,1.0,1.0,4.0,,,,,,1.3,0.0,11.4,19.4,1.3,0.0,54.8,87.9,3.0,1.0,4.0,24.0,0.1,2.9,2.9
BU05130902,,Oostpolder in Schieland,Gouda,Buurt     ,1,2.4,0.0,2.1,14.9,4.0,0.0,5.4,17.1,4.0,0.0,4.6,13.1,4.1,0.0,2.2,6.0,,,,,,,,,,,,,,2.4,0.0,1.2,15.5,5.1,2.9,5.0,0.5,3.0,13.4,5.1,0.2,1.0,3.0,,,,,,2.5,0.0,1.3,18.5,3.0,0.0,0.9,80.4,4.3,1.8,5.0,22.6,1.5,4.3,4.6
BU05130903,,De Eilanden,Gouda,Buurt     ,1,0.7,1.0,5.3,18.9,3.3,0.1,9.8,16.1,3.3,0.1,8.0,13.0,3.8,0.0,4.6,6.0,,,,,,,,,,,,,,0.7,1.0,3.1,14.8,4.1,1.8,4.1,2.0,3.0,16.0,4.1,1.0,1.0,4.0,,,,,,0.8,1.0,3.1,16.7,2.0,0.0,10.3,81.6,3.6,1.0,4.0,21.7,0.3,3.6,3.6
BU05130904,,Tuinenbuurt,Gouda,Buurt     ,1,0.5,1.0,4.0,14.0,3.9,0.0,5.7,16.2,3.9,0.0,4.7,13.0,4.4,0.0,2.3,6.0,,,,,,,,,,,,,,0.5,1.0,2.0,12.2,4.7,2.4,4.7,1.3,3.0,15.5,4.7,0.8,1.0,4.0,,,,,,0.3,1.0,2.2,14.8,2.6,0.0,4.0,75.4,4.2,1.0,4.0,21.6,0.7,4.2,4.2
BU05130909,,Westergouwe,Gouda,Buurt     ,1,0.9,0.9,3.0,10.8,4.4,0.0,3.8,15.4,4.4,0.0,2.9,12.4,4.9,0.0,0.9,6.0,,,,,,,,,,,,,,0.9,0.9,1.4,9.7,5.3,2.9,5.2,0.0,2.9,13.0,5.3,0.0,1.0,3.0,,,,,,0.8,0.9,1.4,12.9,3.1,0.0,1.6,62.4,4.7,0.9,4.0,21.1,1.2,4.7,4.7
BU05180170,,Oostduinen,'s-Gravenhage,Buurt     ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU05180271,,Belgisch Park,'s-Gravenhage,Buurt     ,1,0.6,1.9,8.4,28.1,1.1,3.7,17.0,52.8,1.1,2.6,11.0,40.0,1.1,2.7,11.9,29.3,,,,,,,,,,,,,,0.8,2.3,12.4,28.9,5.8,0.6,2.8,1.0,6.0,14.9,2.8,1.0,5.0,8.9,,,,,,0.4,2.6,9.6,38.9,0.3,20.5,80.8,266.4,1.3,5.4,15.4,38.3,3.2,4.7,4.7
BU05180373,,Westbroekpark,'s-Gravenhage,Buurt     ,1,0.8,1.7,16.4,47.7,0.9,9.8,22.6,58.3,0.9,6.5,14.6,45.4,0.9,7.5,15.9,31.0,,,,,,,,,,,,,,0.8,1.9,19.1,44.5,4.7,0.8,2.2,1.7,6.0,15.6,2.2,1.7,5.0,9.0,,,,,,1.1,0.7,17.2,63.6,1.0,5.9,143.9,424.4,1.9,7.1,17.2,38.9,3.1,3.5,3.5
BU05180374,,Duttendel,'s-Gravenhage,Buurt     ,1,0.5,1.4,12.6,40.2,1.5,6.8,20.6,57.6,1.5,4.3,13.2,44.1,1.5,6.3,14.5,32.1,,,,,,,,,,,,,,1.3,0.0,14.9,38.6,5.0,1.2,1.7,1.4,6.2,15.7,1.7,1.4,5.0,9.0,,,,,,1.4,0.0,12.5,55.6,1.1,0.4,104.7,376.1,2.5,6.9,17.7,39.3,2.2,3.7,3.7
BU05180448,,Nassaubuurt,'s-Gravenhage,Buurt     ,1,0.6,2.8,16.5,78.6,0.4,8.5,33.1,64.4,0.4,4.2,24.1,50.3,0.4,8.4,18.3,36.3,,,,,,,,,,,,,,0.5,2.0,15.3,74.6,3.5,0.9,2.1,3.0,6.7,16.1,2.1,2.9,5.0,9.1,,,,,,0.5,1.6,34.9,97.9,0.4,17.7,198.4,671.4,1.6,10.9,21.1,42.4,2.5,1.6,1.6
BU05180475,,Uilennest,'s-Gravenhage,Buurt     ,1,1.1,0.5,12.6,49.6,1.1,7.8,23.1,62.6,1.4,4.8,16.0,48.6,1.1,7.0,15.6,36.0,,,,,,,,,,,,,,1.3,0.1,10.1,47.8,4.8,1.0,2.0,2.0,7.0,17.0,2.0,2.0,5.0,10.0,,,,,,0.4,1.8,18.5,62.9,0.9,9.2,101.2,376.8,2.4,5.3,19.3,43.1,2.6,2.4,2.4
BU05180476,,Duinzigt,'s-Gravenhage,Buurt     ,1,1.6,0.0,9.3,31.3,1.5,5.0,18.2,58.4,1.5,3.4,11.4,44.4,1.5,5.0,12.9,33.9,,,,,,,,,,,,,,0.7,1.4,9.7,33.4,5.5,1.0,1.2,1.0,7.0,16.0,1.2,1.0,5.0,9.0,,,,,,0.5,1.0,10.5,49.5,0.4,4.7,66.6,316.3,3.5,6.4,18.1,41.0,1.4,3.5,3.5
BU05180477,,Waalsdorp,'s-Gravenhage,Buurt     ,1,0.8,1.4,11.2,49.4,0.8,7.4,26.4,60.9,0.8,4.1,18.1,46.9,0.8,7.4,16.4,34.4,,,,,,,,,,,,,,0.5,2.3,11.0,49.2,4.7,0.6,0.7,1.9,6.7,16.0,0.7,1.9,5.0,9.0,,,,,,1.0,0.5,15.8,67.7,0.5,4.1,100.1,435.0,2.8,7.9,19.1,41.7,1.7,2.8,2.8
BU05180478,,Arendsdorp,'s-Gravenhage,Buurt     ,1,0.7,2.7,14.5,63.8,0.7,8.6,29.1,63.3,0.8,4.4,20.5,49.3,0.7,8.5,17.6,35.9,,,,,,,,,,,,,,0.6,2.5,13.7,61.9,4.1,0.9,1.4,2.2,6.5,16.4,1.4,2.2,5.0,9.4,,,,,,0.7,1.9,25.4,81.4,0.5,14.1,143.6,538.7,2.2,9.0,20.1,42.0,2.3,2.2,2.2
BU05180479,,Van Hoytemastraat e.o.,'s-Gravenhage,Buurt     ,1,0.4,2.9,13.9,65.4,0.5,8.2,28.6,64.2,0.6,5.1,20.2,50.2,0.5,7.1,17.5,36.6,,,,,,,,,,,,,,0.9,0.8,11.9,62.9,4.2,0.3,1.6,2.5,7.0,17.0,1.6,2.5,5.0,10.0,,,,,,0.4,2.2,25.9,80.6,0.2,19.7,145.5,526.4,1.9,7.7,20.7,43.2,2.5,1.9,1.9
BU05180546,,Archipelbuurt,'s-Gravenhage,Buurt     ,1,0.6,1.3,24.6,79.8,1.2,14.6,31.1,63.1,1.3,8.9,22.8,49.3,1.2,11.7,19.4,35.1,,,,,,,,,,,,,,0.4,3.1,26.4,71.0,3.2,0.6,2.2,2.7,6.0,16.0,2.2,2.1,5.0,9.0,,,,,,0.9,0.6,35.1,92.2,0.4,15.5,253.9,659.1,2.2,9.5,19.4,41.0,3.3,2.3,2.3
BU05180605,,Van Stolkpark en Scheveningse Bosjes,'s-Gravenhage,Buurt     ,1,0.8,1.2,15.8,52.4,0.5,10.0,24.4,57.1,0.8,6.7,16.5,45.1,0.5,5.7,17.8,30.1,,,,,,,,,,,,,,0.9,1.9,19.5,53.0,4.4,1.1,3.0,2.0,6.0,15.0,3.0,2.0,5.0,9.0,,,,,,1.2,0.3,16.2,64.1,0.7,3.3,144.3,469.2,1.4,7.9,17.5,37.3,4.0,4.2,4.2
BU05180701,,Oud Scheveningen,'s-Gravenhage,Buurt     ,1,1.4,0.0,13.2,47.1,1.5,8.1,21.2,54.8,1.5,5.7,15.3,42.8,1.5,3.6,15.2,28.6,,,,,,,,,,,,,,0.7,2.6,13.1,45.9,4.7,0.9,4.1,1.9,5.0,13.2,4.1,1.9,4.0,7.8,,,,,,0.7,2.8,13.2,48.0,0.2,18.7,102.1,369.2,0.8,6.2,15.9,35.7,5.0,5.3,5.3
BU05180702,,Vissershaven,'s-Gravenhage,Buurt     ,1,1.0,1.2,18.9,55.8,1.2,11.2,23.8,55.0,1.2,7.5,17.0,43.0,1.8,5.8,16.1,29.0,,,,,,,,,,,,,,0.7,1.9,18.2,55.5,4.3,0.7,4.2,2.2,5.0,12.0,4.2,1.8,4.0,7.0,,,,,,0.6,2.6,19.3,55.7,0.3,12.0,141.0,446.9,1.2,6.4,16.4,34.6,5.6,5.6,5.6
BU05180703,,Scheveningen Badplaats,'s-Gravenhage,Buurt     ,1,0.7,1.6,10.8,35.5,1.1,5.2,18.6,53.2,1.1,3.6,12.7,41.2,1.1,2.9,12.7,28.1,,,,,,,,,,,,,,0.4,3.5,11.2,33.6,5.3,0.9,3.7,1.1,5.9,14.2,3.7,1.1,4.9,8.2,,,,,,0.6,2.8,11.7,42.2,0.2,25.2,89.8,300.3,0.8,5.1,15.8,37.0,4.2,5.0,5.0
BU05180704,,Visserijbuurt,'s-Gravenhage,Buurt     ,1,0.7,1.6,13.5,43.2,0.7,7.6,22.1,55.6,0.7,5.3,15.1,43.6,0.7,4.3,16.0,29.2,,,,,,,,,,,,,,0.4,3.0,15.7,42.1,4.8,0.5,3.3,1.7,6.0,15.0,3.3,1.7,5.0,9.0,,,,,,0.8,1.2,13.1,52.4,0.3,11.7,112.3,374.6,0.9,7.1,16.4,37.0,4.2,4.6,4.6
BU05180772,,Rijslag,'s-Gravenhage,Buurt     ,1,0.2,2.5,11.5,34.8,0.5,5.8,19.3,55.2,0.5,4.0,12.3,43.0,0.5,3.8,13.3,30.0,,,,,,,,,,,,,,0.5,4.9,13.7,34.0,5.3,0.6,3.3,1.0,6.0,15.0,3.3,1.0,5.0,9.0,,,,,,0.5,2.5,12.1,48.0,0.3,25.8,101.1,314.2,1.1,6.5,16.0,37.9,3.7,4.5,4.5
BU05180800,,Duindorp,'s-Gravenhage,Buurt     ,1,0.4,1.4,23.2,60.8,1.3,12.2,25.1,55.1,1.3,9.1,18.0,43.1,1.9,6.6,15.2,28.3,,,,,,,,,,,,,,1.4,0.0,21.0,57.3,4.3,0.4,4.3,2.4,5.0,11.0,4.3,1.9,4.0,6.3,,,,,,0.4,1.2,21.0,57.9,0.3,2.8,145.6,467.4,1.5,6.1,16.9,33.3,6.3,6.0,6.0
BU05180907,,Statenkwartier,'s-Gravenhage,Buurt     ,1,0.6,3.4,25.6,71.1,0.7,13.6,29.0,57.4,0.8,8.9,20.7,45.4,1.2,7.9,19.1,30.0,,,,,,,,,,,,,,0.5,3.6,26.5,64.0,3.5,0.5,3.4,3.0,5.8,14.4,3.4,2.3,4.8,8.7,,,,,,0.4,4.5,27.3,75.3,0.3,32.4,211.8,585.7,0.7,9.0,17.9,37.5,4.8,4.7,4.7
BU05180908,,Geuzenkwartier,'s-Gravenhage,Buurt     ,1,0.7,1.6,22.3,68.5,0.9,12.9,28.0,56.9,0.9,8.4,20.5,44.9,1.5,7.2,18.2,29.9,,,,,,,,,,,,,,0.7,2.5,23.3,61.1,3.8,0.7,3.7,3.1,5.0,12.5,3.7,2.4,4.0,7.4,,,,,,0.6,3.8,24.6,67.2,0.4,24.8,176.7,544.5,0.8,8.0,16.9,35.8,5.4,5.2,5.2
BU05181041,,Zorgvliet,'s-Gravenhage,Buurt     ,1,0.6,2.8,34.3,81.4,0.7,17.0,33.0,58.9,0.9,12.0,23.3,46.9,0.8,11.1,20.7,30.8,,,,,,,,,,,,,,0.6,3.3,35.2,69.9,2.7,0.8,2.7,3.6,6.0,14.7,2.7,2.7,5.0,9.0,,,,,,0.8,1.8,36.5,88.6,0.6,22.6,285.3,654.7,1.2,9.7,18.9,37.9,4.8,3.9,3.9
BU05181142,,Stadhoudersplantsoen,'s-Gravenhage,Buurt     ,1,0.3,3.4,41.6,87.5,0.3,16.6,35.2,59.5,0.3,11.6,25.2,47.4,0.8,10.6,21.0,30.6,,,,,,,,,,,,,,0.3,5.1,40.5,75.8,2.6,0.4,2.6,4.0,6.0,14.1,2.6,3.0,5.0,9.0,,,,,,0.5,2.9,41.1,97.0,0.2,39.8,316.4,686.8,0.9,10.1,19.0,37.4,5.2,4.2,4.2
BU05181143,,Sweelinckplein e.o.,'s-Gravenhage,Buurt     ,1,0.6,3.0,44.3,92.9,0.6,17.7,35.5,60.9,0.7,12.8,25.5,48.2,0.8,11.6,21.0,31.5,,,,,,,,,,,,,,0.5,5.7,44.5,80.1,2.3,0.7,2.3,4.0,6.0,14.8,2.3,3.0,5.0,9.0,,,,,,0.6,2.9,46.8,105.5,0.4,35.1,369.5,727.7,1.3,10.3,19.0,37.8,5.1,3.8,3.8
BU05181250,,Bloemenbuurt-West,'s-Gravenhage,Buurt     ,1,0.4,2.7,32.0,77.7,0.4,15.8,28.5,56.0,0.4,10.9,21.0,44.0,0.4,7.9,14.1,28.9,,,,,,,,,,,,,,0.3,5.4,29.7,64.1,2.4,0.4,2.4,3.0,5.0,11.5,2.4,2.0,4.0,6.0,,,,,,0.9,1.3,28.5,81.1,0.6,18.0,195.2,552.4,1.1,6.6,18.0,34.0,4.9,5.7,6.1
BU05181251,,Bloemenbuurt-Oost,'s-Gravenhage,Buurt     ,1,0.7,3.7,35.3,85.9,0.5,17.8,32.1,58.3,0.5,12.1,23.6,46.1,0.5,9.2,18.5,29.9,,,,,,,,,,,,,,0.4,4.8,32.5,71.5,3.0,0.6,3.0,3.0,5.0,12.0,3.0,2.0,4.0,7.0,,,,,,0.4,3.4,32.8,85.9,0.3,24.7,250.4,625.6,0.8,8.3,17.9,34.8,5.6,5.4,5.4
BU05181252,,Bomenbuurt,'s-Gravenhage,Buurt     ,1,0.5,4.9,41.7,91.5,0.4,17.0,34.7,60.0,0.4,11.4,25.3,47.0,0.4,9.6,20.3,31.0,,,,,,,,,,,,,,0.4,4.6,37.8,79.0,3.0,0.5,3.0,3.4,5.6,13.5,3.0,2.4,4.6,8.5,,,,,,0.5,4.4,39.2,98.7,0.2,36.3,309.1,705.0,0.4,10.5,18.5,36.6,5.9,4.7,4.7
BU05181309,,Vogelwijk,'s-Gravenhage,Buurt     ,1,0.4,3.2,25.8,71.5,0.9,15.0,27.2,55.0,0.9,10.2,19.3,43.2,0.9,8.1,15.2,28.5,,,,,,,,,,,,,,0.9,1.3,24.8,61.2,3.5,1.2,3.5,2.7,5.0,11.2,3.5,1.9,4.0,6.5,,,,,,0.9,1.4,23.2,71.8,0.7,7.8,167.9,510.7,1.3,6.8,17.4,33.5,5.7,6.1,6.2
BU05181481,,Bosjes van Pex,'s-Gravenhage,Buurt     ,1,0.8,1.1,26.5,70.4,0.6,12.8,26.0,54.9,1.1,8.8,19.0,42.9,0.6,7.3,11.0,28.2,,,,,,,,,,,,,,0.6,4.6,22.3,54.7,2.5,0.9,2.5,2.8,5.0,11.0,2.5,1.8,4.0,6.0,,,,,,0.8,2.7,22.8,73.1,0.6,17.9,145.1,472.8,0.8,6.0,18.0,33.1,4.5,5.8,6.6
BU05181492,,Bohemen en Meer en Bos,'s-Gravenhage,Buurt     ,1,0.6,1.8,19.5,57.1,0.5,10.1,23.5,52.5,1.0,7.1,17.0,41.4,0.6,5.8,10.1,26.7,,,,,,,,,,,,,,0.8,0.9,17.7,46.6,3.1,0.8,3.1,1.8,5.0,11.0,3.1,1.0,4.0,6.0,,,,,,0.5,2.7,16.1,60.4,0.4,12.2,99.8,372.4,1.0,5.5,17.4,32.6,3.9,6.4,7.2
BU05181590,,Ockenburgh,'s-Gravenhage,Buurt     ,1,1.3,0.1,9.0,35.5,0.8,6.1,13.5,52.7,1.2,3.9,9.9,41.9,1.3,2.3,5.9,26.9,,,,,,,,,,,,,,1.8,0.0,7.5,25.7,3.9,1.8,3.9,1.0,4.9,11.0,3.9,1.0,2.6,6.0,,,,,,1.1,0.4,9.5,35.3,0.7,3.0,52.4,162.1,1.8,2.7,18.0,31.4,2.9,7.7,8.4
BU05181591,,Kijkduin,'s-Gravenhage,Buurt     ,1,1.2,0.6,11.6,43.3,1.2,9.4,18.3,50.0,1.6,6.4,12.8,39.0,1.2,5.2,8.6,26.0,,,,,,,,,,,,,,1.7,0.0,12.4,35.2,3.9,1.7,3.9,1.2,4.4,11.0,3.9,1.0,3.4,6.0,,,,,,0.6,0.9,10.0,43.2,0.6,6.0,68.5,252.7,1.8,3.9,17.0,32.0,4.2,7.2,8.0
BU05181697,,Kraayenstein en Vroondaal,'s-Gravenhage,Buurt     ,1,1.7,0.3,7.8,33.9,1.6,3.3,11.3,50.6,1.6,2.9,8.4,41.3,3.3,0.4,3.6,24.3,,,,,,,,,,,,,,2.1,0.0,5.8,25.0,3.6,2.1,3.7,1.0,5.6,11.4,3.7,1.0,2.6,6.3,,,,,,1.6,0.6,10.0,39.0,1.2,3.2,37.6,167.9,2.3,3.4,17.3,32.2,1.5,7.8,8.5
BU05181785,,Kerketuinen en Zichtenburg,'s-Gravenhage,Buurt     ,1,0.5,1.7,24.8,75.5,1.4,5.1,20.7,66.0,1.4,5.0,16.7,51.3,3.1,0.0,8.7,34.6,,,,,,,,,,,,,,0.8,1.5,15.4,55.5,1.8,0.8,1.8,2.7,7.7,12.0,1.8,1.7,4.7,7.0,,,,,,0.5,7.0,30.9,70.0,0.4,10.0,119.5,424.9,2.1,7.0,20.0,34.7,1.8,5.5,6.2
BU05181786,,Houtwijk,'s-Gravenhage,Buurt     ,1,0.5,2.2,27.3,75.4,1.6,8.7,24.4,61.8,1.6,6.2,19.2,48.6,2.1,3.0,10.6,31.2,,,,,,,,,,,,,,0.7,2.4,21.8,55.9,1.4,0.7,1.4,2.7,6.1,12.4,1.4,1.7,4.0,6.9,,,,,,0.7,2.3,30.9,74.1,0.7,7.1,151.6,460.5,1.5,6.4,19.4,34.4,2.5,5.4,6.2
BU05181795,,Kom Loosduinen,'s-Gravenhage,Buurt     ,1,0.5,2.9,15.3,54.1,1.3,8.1,18.3,55.6,1.3,5.1,14.1,44.5,1.8,3.0,7.6,28.3,,,,,,,,,,,,,,0.5,3.7,13.8,42.0,2.5,0.5,2.5,1.8,7.0,11.3,2.5,1.0,4.0,6.3,,,,,,0.4,3.2,19.1,57.3,0.2,23.3,92.2,329.8,0.5,5.0,19.1,32.5,2.1,6.4,7.2
BU05181806,,Waldeck-Zuid,'s-Gravenhage,Buurt     ,1,0.5,3.4,14.2,52.7,0.9,8.2,19.0,53.9,0.9,5.2,14.3,42.9,1.4,3.2,8.1,27.5,,,,,,,,,,,,,,0.6,3.8,13.1,40.9,2.6,0.6,2.6,1.7,7.0,11.0,2.6,1.0,4.0,6.0,,,,,,0.4,3.9,14.2,55.1,0.3,27.5,84.6,315.7,0.5,5.0,19.0,32.3,2.4,6.5,7.3
BU05181840,,Nieuw Waldeck,'s-Gravenhage,Buurt     ,1,0.5,1.8,21.5,63.5,0.8,9.7,23.0,56.1,0.8,6.6,17.4,44.6,1.4,4.9,9.7,28.3,,,,,,,,,,,,,,0.5,3.1,19.0,49.0,2.3,0.7,2.3,2.4,5.9,11.5,2.3,1.4,4.0,6.5,,,,,,0.8,1.7,19.0,63.3,0.6,10.2,110.0,403.1,1.0,5.3,18.5,33.3,3.1,6.0,6.7
BU05181882,,Rosenburg,'s-Gravenhage,Buurt     ,1,0.8,1.7,33.6,80.8,0.6,11.4,28.2,60.8,0.7,7.8,21.5,47.9,0.9,6.3,12.0,30.2,,,,,,,,,,,,,,0.6,2.8,28.0,61.8,1.7,0.6,1.8,3.0,5.0,12.4,1.8,2.0,4.0,6.7,,,,,,0.8,1.0,32.4,83.2,0.4,16.8,197.7,529.7,1.0,6.0,18.8,33.8,3.7,5.2,5.9
BU05181893,,Componistenbuurt,'s-Gravenhage,Buurt     ,1,0.5,3.0,25.9,69.5,0.5,11.1,26.2,57.0,0.6,7.8,19.3,45.1,0.6,6.5,11.1,28.4,,,,,,,,,,,,,,0.4,2.0,21.7,53.4,2.4,0.4,2.4,2.6,5.0,11.3,2.4,1.6,4.0,6.3,,,,,,0.5,3.6,20.7,71.4,0.5,17.9,135.2,457.6,0.5,5.9,18.2,33.3,3.7,5.8,6.5
BU05181894,,Waldeck-Noord,'s-Gravenhage,Buurt     ,1,0.3,2.0,15.8,53.0,0.4,9.4,19.5,53.1,0.4,6.4,14.4,42.1,1.1,4.4,8.4,27.1,,,,,,,,,,,,,,1.0,1.0,15.2,42.5,3.1,1.0,3.1,1.6,6.7,11.0,3.1,1.0,4.0,6.0,,,,,,0.3,2.3,13.4,55.5,0.3,13.9,82.8,330.0,1.1,5.0,18.8,32.3,3.0,6.6,7.3
BU05181953,,Vruchtenbuurt,'s-Gravenhage,Buurt     ,1,0.5,3.2,36.8,84.7,0.7,14.8,30.1,59.5,0.7,10.0,22.8,47.2,0.7,7.9,14.2,29.8,,,,,,,,,,,,,,0.4,4.4,33.2,66.7,2.0,0.4,2.0,3.0,5.0,12.1,2.0,2.0,4.0,6.2,,,,,,0.9,1.2,35.4,88.0,0.2,22.1,233.0,585.0,1.1,6.7,18.5,34.2,4.4,5.2,5.7
BU05181983,,Eykenduinen,'s-Gravenhage,Buurt     ,1,0.7,2.2,39.8,89.4,0.9,13.0,30.1,63.0,0.9,9.0,23.1,49.4,0.9,7.1,13.1,31.7,,,,,,,,,,,,,,0.5,2.8,34.2,67.8,1.4,0.5,1.5,3.0,5.0,12.6,1.5,2.0,4.0,6.6,,,,,,1.1,0.3,39.0,93.4,0.3,17.7,249.4,596.5,1.3,6.2,19.0,34.0,4.0,4.8,5.5
